Recording.timestamp	Computer.timestamp	Sensor	Project.name	Participant.name	Recording.duration	Timeline.name	Recording.Fixation.filter.name	Recording.software.version	Recording.resolution.height	Recording.resolution.width	Recording.monitor.latency	Average.calibration.accuracy..mm.	Average.calibration.precision.SD..mm.	Average.calibration.precision.RMS..mm.	Average.calibration.accuracy..degrees.	Average.calibration.precision.SD..degrees.	Average.calibration.precision.RMS..degrees.	Average.calibration.accuracy..pixels.	Average.calibration.precision.SD..pixels.	Average.calibration.precision.RMS..pixels.	Average.validation.accuracy..mm.	Average.validation.precision.SD..mm.	Average.validation.precision.RMS..mm.	Average.validation.accuracy..degrees.	Average.validation.precision.SD..degrees.	Average.validation.precision.RMS..degrees.	Average.validation.accuracy..pixels.	Average.validation.precision.SD..pixels.	Average.validation.precision.RMS..pixels.	Eyetracker.timestamp	Event	Event.value	Gaze.point.X	Gaze.point.Y	Gaze.point.left.X	Gaze.point.left.Y	Gaze.point.right.X	Gaze.point.right.Y	Gaze.direction.left.X	Gaze.direction.left.Y	Gaze.direction.left.Z	Gaze.direction.right.X	Gaze.direction.right.Y	Gaze.direction.right.Z	Pupil.diameter.left	Pupil.diameter.right	Pupil.diameter.filtered	Eye.openness.left	Eye.openness.right	Eye.openness.filtered	Validity.left	Validity.right	Eye.position.left.X..DACSmm.	Eye.position.left.Y..DACSmm.	Eye.position.left.Z..DACSmm.	Eye.position.right.X..DACSmm.	Eye.position.right.Y..DACSmm.	Eye.position.right.Z..DACSmm.	Gaze.point.left.X..DACSmm.	Gaze.point.left.Y..DACSmm.	Gaze.point.right.X..DACSmm.	Gaze.point.right.Y..DACSmm.	Gaze.point.X..MCSnorm.	Gaze.point.Y..MCSnorm.	Gaze.point.left.X..MCSnorm.	Gaze.point.left.Y..MCSnorm.	Gaze.point.right.X..MCSnorm.	Gaze.point.right.Y..MCSnorm.	Presented.Stimulus.name	Presented.Media.name	Presented.Media.width	Presented.Media.height	Presented.Media.position.X..DACSpx.	Presented.Media.position.Y..DACSpx.	Original.Media.width	Original.Media.height	Eye.movement.type	Gaze.event.duration	Eye.movement.type.index	Fixation.point.X	Fixation.point.Y	Fixation.point.X..MCSnorm.	Fixation.point.Y..MCSnorm.	Ungrouped	Client.area.position.X..DACSpx.	Client.area.position.Y..DACSpx.	Viewport.position.X	Viewport.position.Y	Viewport.width	Viewport.height	Full.page.width	Full.page.height	Mouse.position.X	Mouse.position.Y
138349	1372720721425	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681581465			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
146684	1372720729760	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681589798			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
155063	1372720738139	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681598131			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
163446	1372720746522	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681606465			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171828	1372720754904	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681614798			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180213	1372720763289	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681623131			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188599	1372720771675	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681631464			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
196987	1372720780063	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681639798			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
205325	1372720788401	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681648131			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
213664	1372720796740	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681656465			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
222002	1372720805078	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681664798			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
230340	1372720813416	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681673131			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
238678	1372720821754	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681681464			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
247017	1372720830093	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681689798			NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Invalid	Invalid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	EyesNotFound	192	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
255354	1372720838430	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681698130			2895	638	2895	638	NA	NA	0.70985	0.03773	-0.70334	NA	NA	NA	3.387	NA	3.387	NA	NA	NA	Valid	Invalid	220.4	144.9	570.5	NA	NA	NA	796.1	175.5	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Saccade	58	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
263693	1372720846769	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681706463			2511	610	2511	610	NA	NA	0.63612	0.03078	-0.77098	NA	NA	NA	3.368	NA	3.383	NA	NA	NA	Valid	Invalid	220	144.9	570.3	NA	NA	NA	690.6	167.7	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Saccade	58	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
272017	1372720855093	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681714797			2200	609	2200	609	NA	NA	0.55986	0.03277	-0.82794	NA	NA	NA	3.383	NA	3.368	NA	NA	NA	Valid	Invalid	219.7	145	569.8	NA	NA	NA	605	167.6	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Saccade	58	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280336	1372720863412	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681723130			1968	598	1968	598	NA	NA	0.4917	0.02966	-0.87026	NA	NA	NA	3.351	NA	3.368	NA	NA	NA	Valid	Invalid	219.4	145	569.6	NA	NA	NA	541.2	164.5	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Saccade	58	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
288654	1372720871730	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681731463			1767	594	1767	594	NA	NA	0.42409	0.02902	-0.90516	NA	NA	NA	3.358	NA	3.376	NA	NA	NA	Valid	Invalid	219.1	145.1	569.4	NA	NA	NA	485.9	163.3	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Saccade	58	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
296973	1372720880049	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681739797			1624	605	1624	605	NA	NA	0.37117	0.03451	-0.92792	NA	NA	NA	3.376	NA	3.376	NA	NA	NA	Valid	Invalid	218.8	145.1	569.4	NA	NA	NA	446.6	166.3	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Saccade	58	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
305290	1372720888366	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681748130			1566	614	1566	614	NA	NA	0.34862	0.03905	-0.93645	NA	NA	NA	3.422	NA	3.401	NA	NA	NA	Valid	Invalid	218.8	145.1	569.4	NA	NA	NA	430.8	168.9	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Saccade	58	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
313608	1372720896684	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681756463			1584	610	1584	610	NA	NA	0.35554	0.03704	-0.93393	NA	NA	NA	3.413	NA	3.401	NA	NA	NA	Valid	Invalid	218.8	145.2	569.3	NA	NA	NA	435.6	167.8	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Fixation	250	1	1610	610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
321941	1372720905017	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681764797			1586	609	1586	609	NA	NA	0.35642	0.03663	-0.93361	NA	NA	NA	3.401	NA	3.413	NA	NA	NA	Valid	Invalid	218.9	145.2	569.5	NA	NA	NA	436.3	167.5	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Fixation	250	1	1610	610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
330277	1372720913353	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681773130			1590	613	1590	613	NA	NA	0.35782	0.03816	-0.93301	NA	NA	NA	3.399	NA	3.401	NA	NA	NA	Valid	Invalid	218.9	145.2	569.5	NA	NA	NA	437.3	168.5	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Fixation	250	1	1610	610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
338614	1372720921690	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681781463			1586	614	1586	614	NA	NA	0.35621	0.03875	-0.9336	NA	NA	NA	3.423	NA	3.401	NA	NA	NA	Valid	Invalid	218.9	145.2	569.6	NA	NA	NA	436.2	168.9	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Fixation	250	1	1610	610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
346951	1372720930027	Eye Tracker	carola_exp3	23	67472	session3	Tobii I-VT (Fixation)	1.241.54219	1080	1920	10	0.8	17.6	5.5	0.07	1.55	0.47	3	64	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	1681789797			1601	605	1601	605	NA	NA	0.36193	0.0346	-0.93156	NA	NA	NA	3.394	NA	3.408	NA	NA	NA	Valid	Invalid	219	145.2	569.6	NA	NA	NA	440.3	166.4	NA	NA	NA	NA	NA	NA	NA	NA			NA	NA	NA	NA	NA	NA	Fixation	250	1	1610	610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
